Time,Errors
-0.4065313951549608,0.3418576629210555
-0.5469837005827782,-0.20755643820206943
-0.3714183187980065,-0.20755643820206943
0.15527782655630923,-0.7569705393251944
-0.511870624225824,0.06715061235949306
-0.14318332247780274,0.3418576629210555
0.8750958918738745,0.8912717640441805
-1.10001465320481,-0.7569705393251944
-1.258023496811105,-0.20755643820206943
-0.49431408604734683,-0.7569705393251944
0.7170870482675796,-0.4822634887636319
-0.4328662024226765,0.616564713482618
-1.53892810766674,-0.4822634887636319
1.8319272226008818,0.06715061235949306
-0.8893361950630837,-0.4822634887636319
-0.32752697335181336,-0.7569705393251944
-0.1695181297455188,0.3418576629210555
-0.5206488933150625,-0.7569705393251944
-0.7576621587245049,0.06715061235949306
0.4800737828581376,-0.4822634887636319
-0.8717796568846066,-0.7569705393251944
-0.09051370794237135,0.3418576629210555
0.3045084010733656,0.616564713482618
-0.6435446605644028,0.06715061235949306
-0.49431408604734683,-0.7569705393251944
-0.21340947519171163,-0.20755643820206943
-0.7401056205460274,-0.7569705393251944
-0.8893361950630837,-0.7569705393251944
-0.17829639883475737,-0.7569705393251944
0.1640560956455478,-0.20755643820206943
-0.9683406168662312,-0.7569705393251944
1.5685791499237234,-0.20755643820206943
-0.9595623477769927,-0.7569705393251944
-0.924449271420038,-0.7569705393251944
0.023603790217730368,-0.4822634887636319
-0.4240879333334379,-0.4822634887636319
-1.0034536932231855,-0.4822634887636319
1.8055924153331662,-0.20755643820206943
2.367401637044436,2.5395140674135552
0.2518387865379342,-0.7569705393251944
0.1903909029132635,0.8912717640441805
-0.41530966424419935,-0.7569705393251944
1.1560005027295093,0.06715061235949306
1.261339731800373,0.06715061235949306
-0.6347663914751642,-0.7569705393251944
0.33962147743031984,-0.7569705393251944
2.1128318334565166,-0.20755643820206943
0.5415216664828075,1.165978814605743
0.8838741609631131,0.06715061235949306
-0.38897485697648365,0.616564713482618
-0.06417890067465565,0.06715061235949306
-0.7927752350814592,-0.7569705393251944
-0.037844093406939595,-0.7569705393251944
0.31328667016260414,0.3418576629210555
-0.48553581695810827,0.616564713482618
0.15527782655630923,-0.7569705393251944
-0.59965331511821,-0.4822634887636319
0.3483997465195584,-0.7569705393251944
-0.2924138969948591,0.616564713482618
1.7880358771546883,0.616564713482618
-0.5469837005827782,-0.7569705393251944
1.6826966480838255,0.3418576629210555
0.532743397393569,-0.4822634887636319
1.6300270335483942,3.638342269659805
-0.8454448496168906,-0.4822634887636319
-0.8805579259738452,-0.20755643820206943
-1.0736798459370944,-0.20755643820206943
0.9804351209447373,-0.20755643820206943
-0.23096601337018877,0.06715061235949306
-0.9595623477769927,-0.7569705393251944
-0.59965331511821,1.165978814605743
-1.3458061877034906,-0.4822634887636319
-0.4328662024226765,-0.7569705393251944
0.8224262773384431,6.110705724713867
2.358623367955197,-0.20755643820206943
-1.1351277295617643,-0.7569705393251944
-0.20463120610247307,0.06715061235949306
0.8750958918738745,-0.7569705393251944
-0.9507840786877537,0.3418576629210555
-0.18707466792399594,-0.7569705393251944
-1.258023496811105,-0.7569705393251944
-0.3363052424410519,-0.7569705393251944
2.34106682977672,-0.4822634887636319
-0.1256267842993256,-0.4822634887636319
-0.002731017049985332,-0.20755643820206943
2.6921975933462643,1.7153929157288679
-0.2836356279056205,-0.4822634887636319
0.1377212883778321,0.06715061235949306
-0.8191100423491748,-0.7569705393251944
-0.2221877442809502,0.3418576629210555
-0.8717796568846066,-0.7569705393251944
-0.1958529370132345,0.616564713482618
-0.3363052424410519,-0.7569705393251944
1.9636012589394602,1.7153929157288679
0.6029695501074782,1.165978814605743
-0.4065313951549608,-0.20755643820206943
-1.143905998651003,-0.7569705393251944
-1.2229104204541503,-0.7569705393251944
-0.6786577369213574,1.165978814605743
-1.0210102314016627,-0.20755643820206943
-1.1790190750079574,-0.7569705393251944
-0.46797927877963114,-0.7569705393251944
-0.1256267842993256,-0.4822634887636319
-0.7752186969029821,-0.4822634887636319
-0.2924138969948591,2.8142211179751175
0.8399828155169202,0.8912717640441805
-0.3801965878872451,-0.7569705393251944
-0.13440505338856418,-0.7569705393251944
